QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:Q:19480340;Het Rak;Dedemsvaart;1,9;0,2;0,2;0,0;0,1;0,0
NL:Q:19480350;Het Rak;Dedemsvaart;0,2;1,6;0,0;0,1;0,0;0,1
NL:Q:19480360;De Pol;Dedemsvaart;2,3;0,3;0,5;0,0;0,5;0,0
NL:Q:19480370;De Pol;Dedemsvaart;0,0;1,8;0,0;0,4;0,0;0,6
NL:Q:19481260;Busstation;Dedemsvaart;45,3;1,2;12,9;0,4;11,5;0,1
NL:Q:19481270;Busstation;Dedemsvaart;6,8;0,3;0,0;0,0;0,0;0,0
NL:Q:19481990;Zwiersstraat;Dedemsvaart;0,5;0,7;0,0;0,0;0,0;0,0
NL:Q:19580000;Station;Gramsbergen;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:19580040;Aner Molen;Ane;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19580060;De Viersprong;Ane;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19580080;Slagenweg/Haarweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:19580100;Slagenweg/Schansweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:23745500;Techum;Leeuwarden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:23745510;Techum;Leeuwarden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:24350010;Spin;De Blesse;0,2;0,2;0,0;0,0;0,0;0,0
NL:Q:24350020;Spin;De Blesse;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:24350030;Bovenweg;De Blesse;0,30000000000000004;0,7;0,0;0,0;0,0;0,0
NL:Q:24350040;Bovenweg;De Blesse;0,6;0,1;0,0;0,0;0,0;0,0
NL:Q:24350050;Friese Veldweg;De Blesse;0,2;0,6;0,0;0,0;0,0;0,0
NL:Q:24350060;Friese Veldweg;De Blesse;0,4;0,2;0,0;0,0;0,0;0,0
NL:Q:24350070;Lagebroekweg;Blesdijke;0,3;1,0;0,0;0,0;0,0;0,0
NL:Q:24350080;Lagebroekweg;Blesdijke;1,2;0,4;0,0;0,0;0,0;0,0
NL:Q:24350620;Noord;De Blesse;8,700000000000001;11,3;0,0;0,0;0,0;0,0
NL:Q:24450030;Marijenkampen;Marijenkampen;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:24450050;Eikenlaan;Willemsoord;0,2;0,3;0,0;0,0;0,0;0,0
NL:Q:24450060;Eikenlaan;Willemsoord;0,2;0,2;0,0;0,0;0,0;0,0
NL:Q:24450080;Marijenkampen;Marijenkampen;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:24451400;'t Centrum;Steenwijkerwold;6,1;1,5;0,0;0,0;0,0;0,0
NL:Q:24451800;Willemsoord;Willemsoord;4,0;1,1;0,0;0,0;0,0;0,0
NL:Q:24451810;Willemsoord;Willemsoord;0,5;3,2;0,0;0,0;0,0;0,0
NL:Q:24510020;Frieseweg;Oldemarkt;3,3;7,3;0,0;0,0;0,0;0,0
NL:Q:24510040;Koningin Julianaweg;Oldemarkt;4,0;3,8;0,0;0,0;0,0;0,0
NL:Q:24510060;Parochiehuis;Oldemarkt;0,8;5,7;0,0;0,0;0,0;0,0
NL:Q:24510070;Kruisstraat;Oldemarkt;3,6;0,8;0,0;0,0;0,0;0,0
NL:Q:24510080;Kruisstraat;Oldemarkt;1,0;3,3;0,0;0,0;0,0;0,0
NL:Q:24510090;De Boterberg;Oldemarkt;0,2;0,8;0,0;0,0;0,0;0,0
NL:Q:24510100;De Boterberg;Oldemarkt;1,0;0,2;0,0;0,0;0,0;0,0
NL:Q:24550030;Zuidveen;Zuidveen;1,3;2,6;0,2;1,8;0,1;0,5
NL:Q:24550040;Zuidveen;Zuidveen;2,8;1,7;0,5;0,3;0,9;0,1
NL:Q:24550050;Groot Verlaat;Steenwijk;3,2;1,4;0,3;0,2;0,3;0,1
NL:Q:24550060;Groot Verlaat;Steenwijk;1,2;3,6999999999999997;0,2;0,5;0,2;0,1
NL:Q:24550160;Dolderbrug;Steenwijk;0,3;1,4000000000000001;0,0;0,0;0,0;0,0
NL:Q:24550170;Dolderbrug;Steenwijk;0,8;0,2;0,0;0,0;0,0;0,0
NL:Q:24550250;Station;Steenwijk;112,4;126,89999999999999;117,2;102,4;89,5;73,9
NL:Q:24551420;'t Centrum;Steenwijkerwold;1,8;5,3;0,0;0,0;0,0;0,0
NL:Q:24552310;Gemeentewerken;Tuk;0,9;0,8;0,0;0,0;0,0;0,0
NL:Q:24552320;Gemeentewerken;Tuk;0,8999999999999999;1,0;0,0;0,0;0,0;0,0
NL:Q:24552330;Oldemarktseweg;Tuk;0,4;0,7;0,0;0,0;0,0;0,0
NL:Q:24552340;Oldemarktseweg;Tuk;0,9;0,4;0,0;0,0;0,0;0,0
NL:Q:24552350;Watertoren;Thij;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:24552360;Watertoren;Thij;0,3;0,4;0,0;0,0;0,0;0,0
NL:Q:24552370;Thij;Thij;0,2;0,2;0,0;0,0;0,0;0,0
NL:Q:24552380;Thij;Thij;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:24590100;Burchtstraat;Kuinre;16,6;8,2;0,0;0,0;0,0;0,0
NL:Q:24610010;Venebosweg;Ossenzijl;0,5;0,6;0,0;0,0;0,0;0,0
NL:Q:24610030;Kloosterdijk;Ossenzijl;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:24610040;Kloosterdijk;Ossenzijl;0,2;0,5;0,0;0,0;0,0;0,0
NL:Q:24620110;Lemsterweg;Rutten;0,0;0,9;0,0;0,0;0,0;0,0
NL:Q:24620130;Houtmolen;Lemmer;0,4;4,8;0,0;0,0;0,0;0,0
NL:Q:24620140;Houtmolen;Lemmer;4,0;0,2;0,0;0,0;0,0;0,0
NL:Q:24622020;Busstation;Lemmer;16,9;14,1;0,0;0,0;0,0;0,0
NL:Q:24625000;Busstation;Lemmer;3,9;6,9;0,0;0,0;0,0;0,0
NL:Q:24680010;Uiterdijkenweg;Luttelgeest;0,1;0,3;0,0;0,0;0,0;0,0
NL:Q:24680020;Uiterdijkenweg;Luttelgeest;0,1;0,30000000000000004;0,0;0,0;0,0;0,0
NL:Q:24720010;Lemsterpoort;Rutten;15,0;3,4;0,0;0,0;0,0;0,0
NL:Q:24720020;Lemsterpoort;Rutten;3,9;13,9;0,0;0,0;0,0;0,0
NL:Q:24720090;Noordermeerweg;Rutten;0,0;0,4;0,0;0,0;0,0;0,0
NL:Q:24720100;Noordermeerweg;Rutten;0,3;0,1;0,0;0,0;0,0;0,0
NL:Q:24720120;Lemsterweg;Rutten;0,9;0,0;0,0;0,0;0,0;0,0
NL:Q:24820030;Wrakkenpad;Creil;0,4;1,4;0,0;0,0;0,0;0,0
NL:Q:24820040;Wrakkenpad;Creil;1,5;0,3;0,0;0,0;0,0;0,0
NL:Q:24820050;IJzerpad;Rutten;0,0;0,8;0,0;0,0;0,0;0,0
NL:Q:24820060;IJzerpad;Rutten;0,8;0,2;0,0;0,0;0,0;0,0
NL:Q:24820090;Creil;Creil;27,9;4,1;0,0;0,0;0,0;0,0
NL:Q:24820100;Creil;Creil;5,8;26,3;0,0;0,0;0,0;0,0
NL:Q:24920030;Weg van Ongenade;Espel;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:24920040;Weg van Ongenade;Espel;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:24920050;Onderduikerspad;Espel;0,2;1,2;0,0;0,0;0,0;0,0
NL:Q:24920060;Onderduikerspad;Espel;1,3;0,2;0,0;0,0;0,0;0,0
NL:Q:24920070;Noordermiddenweg;Espel;0,6;0,1;0,0;0,0;0,0;0,0
NL:Q:24920080;Espelerweg;Emmeloord;0,4;0,1;0,0;0,0;0,0;0,0
NL:Q:24920090;Noordermiddenweg;Espel;0,1;1,0;0,0;0,0;0,0;0,0
NL:Q:24920100;Espelerweg;Emmeloord;0,0;0,6;0,0;0,0;0,0;0,0
NL:Q:24920110;Espel;Espel;2,3;10,6;0,0;0,0;0,0;0,0
NL:Q:24920120;Espel;Espel;10,9;2,1;0,0;0,0;0,0;0,0
NL:Q:24920130;Klutenpad;Creil;0,1;1,0;0,0;0,0;0,0;0,0
NL:Q:24920140;Klutenpad;Creil;0,9;0,1;0,0;0,0;0,0;0,0
NL:Q:25000010;Kettingstraat;Emmeloord;0,2;45,5;0,1;12,4;0,0;2,7
NL:Q:25000020;Kettingstraat;Emmeloord;25,4;0,5;5,9;0,1;1,8;0,2
NL:Q:25000030;Lange Dreef;Emmeloord;0,2;7,5;0,0;4,8;0,0;1,5
NL:Q:25000040;Lange Dreef;Emmeloord;5,4;0,2;2,6;0,1;0,7999999999999999;0,2
NL:Q:25000050;Bunschotenlaan;Emmeloord;5,0;22,6;1,0;6,199999999999999;0,3;4,1
NL:Q:25000070;Emmeloord - Oost;Emmeloord;1,7;3,9;0,0;0,7;0,0;0,2
NL:Q:25000080;Emmeloord - Oost;Emmeloord;3,2;2,6;0,30000000000000004;0,0;0,1;0,0
NL:Q:25000100;Diemenlaan;Emmeloord;25,2;3,0;5,5;1,9;3,9;0,2
NL:Q:25000130;Ecopark;Emmeloord;2,0;0,8;0,2;0,1;0,2;0,0
NL:Q:25000140;Ecopark;Emmeloord;0,5;2,7;0,0;0,1;0,0;0,2
NL:Q:25000150;Diemenlaan;Emmeloord;2,0;24,4;1,5;6,2;1,1;3,0
NL:Q:25000160;Ondernemersweg;Emmeloord;1,1;1,0;0,0;0,0;0,0;0,0
NL:Q:25000170;Ondernemersweg;Emmeloord;0,7;2,2;0,0;0,0;0,0;0,0
NL:Q:25000180;Produktieweg;Emmeloord;2,0;1,4;0,0;0,0;0,0;0,0
NL:Q:25000190;Produktieweg;Emmeloord;0,5;2,3;0,0;0,0;0,0;0,0
NL:Q:25000210;Zuyderzee College;Emmeloord;18,7;9,3;7,7;0,5;4,5;0,6
NL:Q:25000260;Zuyderzee College;Emmeloord;5,5;22,0;0,3;9,8;0,0;5,4
NL:Q:25000410;Begraafplaats;Emmeloord;17,6;7,3;0,0;0,0;0,0;0,0
NL:Q:25000420;Begraafplaats;Emmeloord;8,7;27,6;0,0;0,0;0,0;0,0
NL:Q:25000430;Dr. W.M. Verhaarlaan;Emmeloord;0,3;0,3;0,0;0,0;0,0;0,0
NL:Q:25000440;Dr. W.M. Verhaarlaan;Emmeloord;0,5;0,4;0,0;0,0;0,0;0,0
NL:Q:25000470;Nieuwlandenlaan;Emmeloord;1,0;0,8;0,0;0,0;0,0;0,0
NL:Q:25000480;Nieuwlandenlaan;Emmeloord;0,6;1,4;0,0;0,0;0,0;0,0
NL:Q:25000500;Medisch Centrum;Emmeloord;36,6;45,5;3,6;12,4;0,5;6,4
NL:Q:25000550;Medisch Centrum;Emmeloord;40,5;36,6;12,1;2,7;6,1;0,5
NL:Q:25000600;Antonius Ziekenhuis;Emmeloord;53,800000000000004;47,1;9,7;20,0;2,8000000000000003;11,9
NL:Q:25000650;Antonius Ziekenhuis;Emmeloord;48,7;44,1;21,8;8,7;13,4;3,6
NL:Q:25000700;Urkerweg 18;Emmeloord;0,5;0,1;0,1;0,0;0,0;0,0
NL:Q:25001400;Smeden;Emmeloord;9,899999999999999;1,6;4,6;1,0;3,3;0,0
NL:Q:25001450;Smeden;Emmeloord;1,9;23,0;0,4;10,4;0,0;4,7
NL:Q:25005010;Busstation;Emmeloord;39,0;161,10000000000002;3,0;34,099999999999994;1,7;26,700000000000003
NL:Q:25005012;Busstation;Emmeloord;131,3;24,3;57,7;40,2;58,7;24,7
NL:Q:25005013;Busstation;Emmeloord;167,3;143,3;58,1;46,5;33,6;76,2
NL:Q:25005014;Busstation;Emmeloord;257,70000000000005;536,4;47,7;149,8;3,9;52,9
NL:Q:25005021;Busstation;Emmeloord;503,0;244,0;127,9;48,7;122,5;8,3
NL:Q:25005022;Busstation;Emmeloord;53,9;96,4;0,0;0,0;0,0;0,0
NL:Q:25005023;Busstation;Emmeloord;54,7;15,8;0,0;0,0;0,0;0,0
NL:Q:25060010;Brink;Luttelgeest;7,1000000000000005;0,8;0,0;0,0;0,0;0,0
NL:Q:25060020;Brink;Luttelgeest;1,4;6,7;0,0;0,0;0,0;0,0
NL:Q:25060030;Luttelgeesterweg;Luttelgeest;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:25060040;Luttelgeesterweg;Luttelgeest;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:25060050;Lindeweg;Luttelgeest;0,6;0,1;0,0;0,0;0,0;0,0
NL:Q:25060060;Lindeweg;Luttelgeest;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:25060070;Orchideeenhoeve;Luttelgeest;0,6;1,4;0,0;0,0;0,0;0,0
NL:Q:25060080;Orchideeenhoeve;Luttelgeest;1,2;1,2;0,0;0,0;0,0;0,0
NL:Q:25060090;Oosterringweg;Luttelgeest;9,1;13,5;0,0;0,0;0,0;0,0
NL:Q:25060100;Oosterringweg;Luttelgeest;17,200000000000003;5,1;0,0;0,0;0,0;0,0
NL:Q:25060110;Schansweg;Luttelgeest;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:25060120;Schansweg;Luttelgeest;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:25070010;Luttelgeesterweg;Marknesse;0,8;1,7000000000000002;0,1;0,6;0,1;0,2
NL:Q:25070020;Luttelgeesterweg;Marknesse;1,9;0,8;0,6;0,2;0,4;0,2
NL:Q:25070030;H.D. Louwes Hoeve;Emmeloord;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:25070040;H.D. Louwes Hoeve;Emmeloord;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:25070050;Lindeweg;Emmeloord;0,3;0,7;0,1;0,8;0,1;0,4
NL:Q:25070060;Lindeweg;Emmeloord;0,7;0,2;0,6;0,1;0,6;0,2
NL:Q:25130100;Sloefweg;Ens;3,2;0,2;2,9;0,1;1,0;0,1
NL:Q:25130150;Sloefweg;Ens;0,3;3,8;0,0;2,4;0,1;1,0
NL:Q:25130200;Bomenweg;Emmeloord;1,8;0,3;1,0;0,0;0,8;0,1
NL:Q:25130250;Bomenweg;Emmeloord;0,3;1,8;0,1;0,9;0,1;1,0
NL:Q:25130300;Kleiweg;Emmeloord;1,7000000000000002;0,3;0,5;0,1;1,0;0,1
NL:Q:25130350;Kleiweg;Emmeloord;0,0;2,4;0,0;0,8;0,0;0,2
NL:Q:25131500;Bunschotenlaan;Emmeloord;17,6;5,7;4,199999999999999;1,2;6,5;0,4
NL:Q:25140100;Schaftweg/Nagelerweg;Emmeloord;0,2;0,4;0,0;0,0;0,0;0,0
NL:Q:25140150;Schaftweg/Nagelerweg;Emmeloord;0,3;0,3;0,0;0,0;0,0;0,0
NL:Q:25140300;Johannes Postweg;Nagele;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:25140350;Johannes Postweg;Nagele;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:25150050;Urkerweg 18;Emmeloord;0,0;0,5;0,0;0,2;0,0;0,0
NL:Q:25150100;Urkerweg 34;Tollebeek;0,1;0,2;0,2;0,0;0,0;0,0
NL:Q:25150150;Urkerweg 34;Tollebeek;0,1;0,4;0,1;0,2;0,0;0,0
NL:Q:25150200;Sint Hubertusplaats;Tollebeek;51,599999999999994;7,6;13,600000000000001;4,4;0,0;0,0
NL:Q:25150250;Sint Hubertusplaats;Tollebeek;7,5;52,900000000000006;4,9;13,899999999999999;0,0;0,0
NL:Q:25150300;Urkerweg 46;Tollebeek;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:25150350;Urkerweg 46;Tollebeek;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:25150400;Urkerdwarspad;Urk;1,2;0,0;0,30000000000000004;0,0;0,0;0,0
NL:Q:25170030;Zwembad Voorst;Kraggenburg;0,1;0,8;0,3;0,4;0,1;0,30000000000000004
NL:Q:25170040;Zwembad Voorst;Kraggenburg;1,4;0,2;0,9;0,2;0,6;0,1
NL:Q:25170050;Picknickplaats;Kraggenburg;0,6;1,0;0,2;0,6;0,0;0,0
NL:Q:25170060;Picknickplaats;Kraggenburg;1,2999999999999998;0,6;0,4;0,2;0,2;0,1
NL:Q:25170070;Mammouthweg;Kraggenburg;0,3;0,2;0,1;0,1;0,1;0,2
NL:Q:25170080;Mammouthweg;Kraggenburg;0,30000000000000004;0,3;0,1;0,2;0,2;0,1
NL:Q:25170090;Leemringweg/Sloefweg;Marknesse;0,4;0,6;0,0;0,2;0,1;0,0
NL:Q:25170100;Leemringweg/Sloefweg;Marknesse;0,6;0,4;0,4;0,1;0,2;0,0
NL:Q:25170110;Boslaan;Marknesse;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:25170120;Boslaan;Marknesse;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:25170211;Busstation;Marknesse;47,9;49,099999999999994;10,7;11,2;4,4;7,4
NL:Q:25170212;Busstation;Marknesse;48,5;8,3;0,0;0,0;0,0;0,0
NL:Q:25170213;Busstation;Marknesse;23,299999999999997;11,8;0,0;0,0;0,0;0,0
NL:Q:25170221;Busstation;Marknesse;48,400000000000006;62,2;9,5;10,0;7,2;5,0
NL:Q:25170223;Busstation;Marknesse;13,2;53,7;0,0;0,0;0,0;0,0
NL:Q:25170230;Breestraat;Marknesse;27,4;18,6;8,8;5,7;5,2;3,0
NL:Q:25170240;Breestraat;Marknesse;14,0;28,5;4,6;17,700000000000003;2,6;7,5
NL:Q:25170250;Netl;Kraggenburg;0,8;2,9;0,3;2,5999999999999996;0,4;2,4
NL:Q:25170260;Netl;Kraggenburg;1,9;1,0;2,5;0,8;3,3;0,4
NL:Q:25180010;Busstation;Blokzijl;28,700000000000003;19,9;0,0;0,0;0,0;0,0
NL:Q:25180020;Busstation;Blokzijl;40,3;13,3;0,0;0,0;0,0;0,0
NL:Q:25180030;Uiterdijkenweg;Marknesse;1,9;1,2999999999999998;0,0;0,0;0,0;0,0
NL:Q:25180040;Uiterdijkenweg;Marknesse;1,2;1,7;0,0;0,0;0,0;0,0
NL:Q:25180050;Steenwijkerdwarsweg;Marknesse;2,2;0,7;0,0;0,0;0,0;0,0
NL:Q:25180060;Steenwijkerdwarsweg;Marknesse;0,5;2,2;0,0;0,0;0,0;0,0
NL:Q:25230030;Ens;Ens;35,3;79,19999999999999;9,2;26,9;3,6;14,1
NL:Q:25230040;Ens;Ens;84,9;35,2;28,7;7,1;21,1;3,0
NL:Q:25240010;Domineesweg;Nagele;36,4;42,0;7,7;10,1;9,5;6,7
NL:Q:25240150;Professor Brandsmaw.;Nagele;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:25240200;Professor Brandsmaw.;Nagele;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:25240800;Nagele;Nagele;20,6;3,8000000000000003;0,0;0,0;0,0;0,0
NL:Q:25240850;Nagele;Nagele;4,5;17,8;0,0;0,0;0,0;0,0
NL:Q:25250010;Singel;Urk;55,0;43,5;20,3;14,8;0,0;0,0
NL:Q:25250050;Urkerdwarspad;Urk;0,0;1,3;0,0;0,30000000000000004;0,0;0,0
NL:Q:25250100;Urkerweg 60;Urk;2,8;0,2;0,5;0,0;0,0;0,0
NL:Q:25250150;Urkerweg 60;Urk;0,2;3,7;0,1;0,6;0,0;0,0
NL:Q:25250210;Ransuil;Urk;3,1;97,1;0,5;12,299999999999999;0,0;0,0
NL:Q:25250220;Ransuil;Urk;82,6;1,1;12,6;0,3;0,0;0,0
NL:Q:25250230;Winkelcentrum;Urk;5,7;112,0;2,8000000000000003;16,8;0,0;0,0
NL:Q:25250240;Winkelcentrum;Urk;112,0;3,6;19,5;1,6;0,0;0,0
NL:Q:25250270;Vlaak;Urk;50,4;72,4;5,1;9,1;0,0;0,0
NL:Q:25250300;Rotholm;Urk;59,7;47,4;11,6;5,4;0,0;0,0
NL:Q:25250850;Lange Dam;Urk;47,8;58,2;4,7;7,4;0,0;0,0
NL:Q:25250950;De Noord;Urk;26,3;36,0;6,0;7,3;0,0;0,0
NL:Q:25251000;Gemeentehuis;Urk;67,0;68,2;9,6;11,600000000000001;0,0;0,0
NL:Q:25251510;Marsdiep;Urk;0,0;0,5;0,0;0,0;0,0;0,0
NL:Q:25251520;Marsdiep;Urk;0,6;0,0;0,0;0,0;0,0;0,0
NL:Q:25251530;Griend;Urk;0,1;2,2;0,0;0,0;0,0;0,0
NL:Q:25251540;Griend;Urk;2,8;0,0;0,0;0,0;0,0;0,0
NL:Q:25251570;Keteldiep;Urk;0,0;0,5;0,0;0,0;0,0;0,0
NL:Q:25251580;Keteldiep;Urk;0,6;0,0;0,0;0,0;0,0;0,0
NL:Q:25270010;Clarenberglaan;Vollenhove;73,80000000000001;71,5;25,6;13,1;9,1;8,7
NL:Q:25270020;Clarenberglaan;Vollenhove;118,4;32,800000000000004;25,700000000000003;9,5;21,5;3,8
NL:Q:25270030;Kraggenburg;Kraggenburg;28,0;30,299999999999997;8,5;9,1;5,0;6,300000000000001
NL:Q:25270110;Vollenhoverweg/NOP;Marknesse;0,1;0,4;0,0;0,4;0,1;0,2
NL:Q:25270120;Vollenhoverweg/NOP;Marknesse;0,2;0,3;0,4;0,2;0,0;0,1
NL:Q:25270130;Repelweg;Marknesse;0,1;0,4;0,1;0,2;0,0;0,0
NL:Q:25270140;Repelweg;Marknesse;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:25270150;Voorsterweg;Marknesse;0,5;2,6;0,2;0,7;0,4;0,6
NL:Q:25270160;Voorsterweg;Marknesse;2,2;0,6;0,7;0,3;0,6;0,1
NL:Q:25270170;Voorstersluis;Marknesse;0,0;0,2;0,0;0,2;0,0;0,1
NL:Q:25270180;Voorstersluis;Marknesse;0,4;0,1;0,2;0,1;0,2;0,1
NL:Q:25270190;Paardenweg;Kraggenburg;3,7;1,0;1,0;0,2;0,6;0,0
NL:Q:25270200;Paardenweg;Kraggenburg;0,9;1,4;0,30000000000000004;0,1;0,0;0,1
NL:Q:25280010;Boomkwekerij;Scheerwolde;1,9;3,7;0,0;0,0;0,0;0,0
NL:Q:25280020;Boomkwekerij;Scheerwolde;3,7;2,0;0,0;0,0;0,0;0,0
NL:Q:25280050;Beenderribben;Wetering;1,3;0,2;0,0;0,0;0,0;0,0
NL:Q:25280060;Beenderribben;Wetering;0,1;1,1;0,0;0,0;0,0;0,0
NL:Q:25280070;Wetering;Wetering;1,5;0,2;0,0;0,0;0,0;0,0
NL:Q:25280080;Wetering;Wetering;0,0;1,4;0,0;0,0;0,0;0,0
NL:Q:25280090;Veldhuisweg;Baarlo;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:25280100;Veldhuisweg;Baarlo;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:25300010;Domineesweg;Nagele;4,1;2,9;0,0;0,0;0,0;0,0
NL:Q:25330300;Zwartemeerweg;Ens;6,4;2,3;4,1;2,4;2,8;0,2
NL:Q:25330350;Zwartemeerweg;Ens;4,4;4,0;4,9;2,4;0,6;1,5
NL:Q:25350010;Markeweg;Blesdijke;0,8;1,3;0,0;0,0;0,0;0,0
NL:Q:25350020;Markeweg;Blesdijke;1,6;1,0;0,0;0,0;0,0;0,0
NL:Q:25350030;Dalhoeve;Blesdijke;0,0;0,6;0,0;0,0;0,0;0,0
NL:Q:25350040;Dalhoeve;Blesdijke;0,6;0,0;0,0;0,0;0,0;0,0
NL:Q:25350060;Parochiehuis;Oldemarkt;6,5;1,0;0,0;0,0;0,0;0,0
NL:Q:25350090;Frieseweg;Oldemarkt;7,3;3,3;0,0;0,0;0,0;0,0
NL:Q:25350310;Koningin Julianaweg;Oldemarkt;5,6;3,6;0,0;0,0;0,0;0,0
NL:Q:25370010;Heetveld;Heetveld;1,0;3,7;0,2;1,0;0,4;0,5
NL:Q:25370020;Heetveld;Heetveld;2,8;0,8;0,3;0,4;0,6;0,2
NL:Q:25370070;Prot Chr Basisschool;Heetveld;0,4;3,7;0,1;1,1;0,0;0,4
NL:Q:25370080;Prot Chr Basisschool;Heetveld;4,2;0,4;1,2;0,2;0,6;0,0
NL:Q:25380010;Jan van Nassauweg;Scheerwolde;0,6;2,0;0,0;0,0;0,0;0,0
NL:Q:25380020;Jan van Nassauweg;Scheerwolde;2,6;0,5;0,0;0,0;0,0;0,0
NL:Q:25380030;Smalleweg;Scheerwolde;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:25380040;Smalleweg;Scheerwolde;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:25430010;Noorderrandweg;Kampereiland;1,2;1,9;0,1;0,3;0,2;0,3
NL:Q:25430020;Noorderrandweg;Kampereiland;1,1;1,0;0,2;0,0;0,1;0,0
NL:Q:25430030;Rechterveldweg;Kampereiland;1,2;2,7;0,1;1,6;0,2;1,8
NL:Q:25430040;Rechterveldweg;Kampereiland;3,0;1,4;2,5;0,0;0,9;0,2
NL:Q:25430050;Natuurbad Seveningen;Kampereiland;0,2;0,5;0,4;0,2;0,4;0,1
NL:Q:25430200;Kampereiland Kerk;Kampereiland;0,6;1,8;0,2;0,4;0,0;0,0
NL:Q:25430250;Kampereiland Kerk;Kampereiland;2,2;0,6;0,0;0,3;0,2;0,1
NL:Q:25430300;Witte Brug;Kampereiland;0,7;1,4;0,4;0,2;0,0;0,0
NL:Q:25430350;Witte Brug;Kampereiland;1,5;0,8;0,0;0,5;0,0;0,0
NL:Q:25440050;Visvijverweg;Swifterbant;0,9;0,7;0,0;0,0;0,0;0,0
NL:Q:25440100;Visvijverweg;Swifterbant;0,8;1,0;0,0;0,0;0,0;0,0
NL:Q:25450810;Kooystraat;Ossenzijl;5,9;1,3;0,0;0,0;0,0;0,0
NL:Q:25450820;Kooystraat;Ossenzijl;2,1;5,199999999999999;0,0;0,0;0,0;0,0
NL:Q:25450830;Venebosweg;Ossenzijl;0,4;1,0;0,0;0,0;0,0;0,0
NL:Q:25470010;De Velde;De Velde;0,1;1,6;0,0;0,7;0,0;0,8
NL:Q:25470020;De Velde;De Velde;1,5;0,4;0,7;0,30000000000000004;0,5;0,0
NL:Q:25470030;Busstation;Zwartsluis;54,1;124,1;47,0;68,5;17,9;36,6
NL:Q:25470040;Busstation;Zwartsluis;137,0;65,5;56,900000000000006;27,799999999999997;38,4;16,6
NL:Q:25470050;Bejaardencentrum;Zwartsluis;1,3;2,1;0,2;0,2;0,4;0,2
NL:Q:25470060;Bejaardencentrum;Zwartsluis;2,0;1,2;0,0;0,3;0,0;0,2
NL:Q:25470070;De Krieger;De Krieger;0,1;5,3;0,2;1,4;0,0;0,5
NL:Q:25470080;De Krieger;De Krieger;6,1;0,6;1,1;0,6;0,5;0,1
NL:Q:25470081;De Krieger;De Krieger;0,1;1,7;0,0;0,0;0,0;0,0
NL:Q:25480010;Chr. Basisschool;Kamperzeedijk;1,7;0,8;0,0;0,0;0,0;0,0
NL:Q:25480020;Chr. Basisschool;Kamperzeedijk;0,9;1,7;0,0;0,0;0,0;0,0
NL:Q:25580010;Nieuweweg;Genemuiden;4,8;10,6;0,2;1,0;0,0;0,0
NL:Q:25580020;Nieuweweg;Genemuiden;12,0;4,4;1,2;0,1;0,0;0,0
NL:Q:25580030;'t TAG;Genemuiden;14,1;21,3;0,1;1,8;0,0;0,0
NL:Q:25580040;'t TAG;Genemuiden;36,8;31,9;2,2;0,1;0,0;0,0
NL:Q:25630010;Koekoeksgemaal;Grafhorst;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:25630020;Koekoeksgemaal;Grafhorst;0,0;0,1;0,0;0,0;0,0;0,0
